objectid,originating_system_id,original_file_name,short_filename,sort_index,parentid,admin_notes,title,interviewer,interviewee,date,description,subject,people,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,WORKSPACE1,WORKSPACE2,WORKSPACE3,object_location,image_small,image_thumb,image_alt_text,object_transcript
dg_1751326421,,2025_06_25_kissane_james_gdp,,,,.csv,James Kissane '52 History Interview for the Georgia Dentel Project,Morgan Smith; Samora Lumonya,James Kissane,2025/06/25,"Dr. James Kissane '52 is an alumnus of Grinnell College and former Professor in the Grinnell College English Department from 1956 into the early 2000s. This interview discusses his time on the Public Events Committee alongside Georgia Dentel, the impact of classical music and orchestras on campus culture, and reflections on college life in the late 1940s and early 1950s in relation to the GI Bill, gender, and academics.",veterans; orchestra; concerts; literature; women; classical music,Georgia Dentel; James Kissane; Morgan Smith; Sarah Purcell; Dennis Vigay; Mariedi Anders; ,Virtual,,,,,Audio Recording,.mp3,eng,"Copyright to this work is held by the author(s), in accordance with United States copyright law (USC 17). Readers of this work have certain rights as defined by the law, including but not limited to fair use (17 USC 107 et seq.).",,transcript,,,,,,,,
